AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	LibraryID	MQScore	MZErrorPPM	MassDiff	ProteoSAFeClusterLink	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1108	539.03	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1108	-1	1	479.371	1	479.371	0
 	G1	0	1	0	0	0	0	0	2,2-dimethyl-5-oxo-2,3,4,5-tetrahydroindeno[1,2-b]pyran-6-carboxylic acid	0.767685	201018	52.0839	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1109	188.6	0.0	CC(CC1)(C)OC(C2=CC=CC(C(O)=O)=C23)=C1C3=O	CCMSLIB00000081247	1807_Psoriasis_GNPS_v2.mgf	1	1109	376	1	311.184	1	311.184	0
 	G1	0	1	0	0	0	0	0	Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14	0.917767	1.25009	0.000854492	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1110	433.95	0.0	N/A	CCMSLIB00003134619	1807_Psoriasis_GNPS_v2.mgf	1	1110	-1	1	683.542	1	683.542	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1111	94.47	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1111	551	1	343.209	1	343.209	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1112	219.24	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1112	458	1	415.212	1	415.212	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1113	305.79	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1113	-1	1	293.21	1	293.21	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1114	188.19	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1114	93	1	555.207	1	555.207	0
 	G1	0	1	0	0	0	0	0	Spectral Match to Oleic acid ethyl ester from NIST14	0.895186	90054.8	28.0338	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1115	424.64	0.0	O=C(CCCCCCC/C=C\CCCCCCCC)OCC	CCMSLIB00003138730	1807_Psoriasis_GNPS_v2.mgf	1	1115	75	1	283.263	1	283.263	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1116	470.43	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1116	27	1	518.404	1	518.404	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1117	422.28	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1117	97	1	681.43	1	681.43	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1118	388.96	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1118	-1	1	548.377	1	548.377	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1119	454.35	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1119	-1	1	735.522	1	735.522	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1120	493.24	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1120	125	1	483.368	1	483.368	0
 	G1	0	1	0	0	0	0	0	.delta.-Nonalactone	0.824166	432949	68.0259	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1121	188.11	0.0	CCCCC1CCCC(=O)O1	CCMSLIB00003576251	1807_Psoriasis_GNPS_v2.mgf	1	1121	-1	1	225.148	1	225.148	0
 	G1	0	1	0	0	0	0	0	N-lactoyl-phenylalanine	0.905148	0.961255	0.000228882	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1122	175.54	0.0	CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)O	CCMSLIB00000491014	1807_Psoriasis_GNPS_v2.mgf	1	1122	-1	1	238.108	1	238.108	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1123	586.05	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1123	-1	1	537.394	1	537.394	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1124	207.07	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1124	-1	1	362.253	1	362.253	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1125	535.93	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1125	-1	1	535.397	1	535.397	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1126	330.92	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1126	27	1	573.328	1	573.328	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1127	489.74	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1127	-1	1	610.733	1	610.733	0
 	G1	0	1	0	0	0	0	0	Spectral Match to Phe-Leu from NIST14	0.895046	1.85836	0.000518799	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1128	164.91	0.0	CC(CC(NC(C(N)CC1=CC=CC=C1)=O)C(O)=O)C	CCMSLIB00003134492	1807_Psoriasis_GNPS_v2.mgf	1	1128	-1	1	279.169	1	279.169	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1129	225.43	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1129	-1	1	343.208	1	343.208	0
 	G1	1	1	0	0	0	0	0	2-Hydroxyethyl acrylate	0.963553	478624	56.0251	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1130	116.34	0.0	C=CC(=O)OCCO	CCMSLIB00003230671	1807_Psoriasis_GNPS_v2.mgf	1	1130	7	1	173.08	1	173.08	0
 	G1	0	1	0	0	0	0	0	Tributyl phosphate	0.959537	11.194	0.00299072	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1131	161.81	0.0	CCCCOP(=O)(OCCCC)OCCCC	CCMSLIB00003265730	1807_Psoriasis_GNPS_v2.mgf	1	1131	168	1	267.169	1	267.169	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1132	474.31	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1132	15	1	656.53	1	656.53	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1133	58.21	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1133	-1	1	176.103	1	176.103	0
 	G1	0	1	0	0	0	0	0	Spectral Match to N-Acetyl-L-glutamic acid from NIST14	0.736812	342436	65.0871	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1134	274.28	0.0	N/A	CCMSLIB00003137835	1807_Psoriasis_GNPS_v2.mgf	1	1134	-1	1	255.158	1	255.158	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1135	468.9	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1135	-1	1	381.297	1	381.297	0
 	G1	0	1	0	0	0	0	0	NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	0.821423	49995.4	30.0105	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1136	173.14	0.0	COC1=CC(=CC(OC)=C1O)C2C(COC3OC(CO)C(O)C(O)C3O)C(CO)CC4=C2C(OC)=C(O)C(OC)=C4	CCMSLIB00000847309	1807_Psoriasis_GNPS_v2.mgf	1	1136	285	1	570.255	1	570.255	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1137	497.52	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1137	-1	1	507.366	1	507.366	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1138	274.75	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1138	-1	1	417.212	1	417.212	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1139	403.63	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1139	-1	1	367.281	1	367.281	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1140	412.29	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1140	-1	1	471.299	1	471.299	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1141	368.1	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1141	580	1	642.442	1	642.442	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1142	539.37	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1142	-1	1	512.43	1	512.43	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1143	232.63	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1143	-1	1	297.148	1	297.148	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1144	423.83	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1144	-1	1	306.3	1	306.3	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1145	248.39	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1145	-1	1	429.269	1	429.269	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1146	249.58	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1146	-1	1	427.27	1	427.27	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1147	473.16	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1147	-1	1	763.425	1	763.425	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1148	221.14	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1148	-1	1	413.288	1	413.288	0
 	G1	0	1	0	0	0	0	0	Spectral Match to Decaethylene glycol tridecyl ether from NIST14	0.830936	46793	30.0172	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1149	437.73	0.0	N/A	CCMSLIB00003138987	1807_Psoriasis_GNPS_v2.mgf	1	1149	60	1	611.472	1	611.472	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1150	422.26	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1150	-1	1	395.357	1	395.357	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1151	208.88	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1151	7	1	234.134	1	234.134	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1152	257.07	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1152	27	1	405.248	1	405.248	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1153	243.54	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1153	-1	1	413.215	1	413.215	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1154	479.79	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1154	-1	1	367.336	1	367.336	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1155	188.95	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1155	-1	1	191.143	1	191.143	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1156	407.07	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1156	524	1	796.545	1	796.545	0
 	G1	0	1	0	0	0	0	0	Spectral Match to .alpha.-Cyano-4-hydroxycinnamic acid from NIST14	0.709058	246998	46.9415	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1157	266.58	0.0	N/A	CCMSLIB00003138329	1807_Psoriasis_GNPS_v2.mgf	1	1157	-1	1	143.107	1	143.107	0
 	G1	0	1	0	0	0	0	0	9,11-Methane-epoxyprostaglandin F1.alpha.	0.774635	119591	40.0938	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1158	193.48	0.0	CCCCCC(C=CC1C2CC(C1CCCCCCC(=O)O)CO2)O	CCMSLIB00003249139	1807_Psoriasis_GNPS_v2.mgf	1	1158	277	1	295.164	1	295.164	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1159	413.53	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1159	-1	1	641.481	1	641.481	0
 	G1	1	1	0	0	0	0	0	Phytosphingosine	0.818557	44035	14.0164	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1160	306.8	0.0	CCCCCCCCCCCCCCC(C(C(CO)N)O)O	CCMSLIB00000077198	1807_Psoriasis_GNPS_v2.mgf	1	1160	-1	1	304.285	1	304.285	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1161	401.6	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1161	-1	1	299.258	1	299.258	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1162	388.96	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1162	22	1	369.384	1	369.384	0
 	G1	0	1	0	0	0	0	0	Methyl jasmonate	0.861643	8952.76	2.0157	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1163	313.38	0.0	CCC=CCC1C(CCC1=O)CC(=O)OC	CCMSLIB00003315807	1807_Psoriasis_GNPS_v2.mgf	1	1163	-1	1	227.164	1	227.164	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1164	460.67	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1164	-1	1	493.409	1	493.409	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1165	471.21	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1165	-1	1	964.712	1	964.712	0
 	G1	1	1	0	0	0	0	0	Peiminine	0.750458	171914	73.9799	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1166	403.16	0.0	CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O	CCMSLIB00003384131	1807_Psoriasis_GNPS_v2.mgf	1	1166	-1	1	356.352	1	356.352	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1167	163.49	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1167	-1	1	225.11	1	225.11	0
 	G1	1	1	0	0	0	0	0	PC(0:0/18:0); [M+H]+ C26H55N1O7P1	0.802366	1909.9	0.999573	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1168	452.83	0.0	N/A	CCMSLIB00003125621	1807_Psoriasis_GNPS_v2.mgf	1	1168	153	1	524.364	1	524.364	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1169	237.58	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1169	8	1	586.343	1	586.343	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1170	563.9	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1170	-1	1	563.427	1	563.427	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1171	207.03	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1171	93	1	497.165	1	497.165	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1172	541.16	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1172	-1	1	207.124	1	207.124	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1173	177.28	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1173	-1	1	182.19	1	182.19	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1174	446.8	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1174	-1	1	749.409	1	749.409	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1175	90.23	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1175	-1	1	1126.1	1	1126.1	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1176	287.68	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1176	-1	1	325.199	1	325.199	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1177	491.51	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1177	51	1	664.939	1	664.939	0
 	G1	0	1	0	0	0	0	0	Pro-Leu	0.820336	69956.3	16.0308	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1178	140.45	0.0	CC(C)CC(C(=O)[O-])NC(=O)C1CCC[NH2+]1	CCMSLIB00003213825	1807_Psoriasis_GNPS_v2.mgf	1	1178	-1	1	245.186	1	245.186	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1179	491.73	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1179	51	1	686.952	1	686.952	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1180	170.38	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1180	-1	1	183.1	1	183.1	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1181	464.19	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1181	51	1	537.878	1	537.878	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1182	320.61	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1182	27	1	620.365	1	620.365	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1183	261.98	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1183	-1	1	187.121	1	187.121	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1184	492.22	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	1184	51	1	639.947	1	639.947	0
 	G1	1	1	0	0	0	0	0	MassbankEU:SM814103 Octocrylene|2-Ethylhexyl 2-cyano-3,3-diphenylprop-2-enoate|2-Ethylhexyl 2-cyano-3,3-diphenylacrylate	0.860608	1.68507	0.000610352	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=1185	441.65	0.0	CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1	CCMSLIB00000841551	1807_Psoriasis_GNPS_v2.mgf	1	1185	671	1	362.212	1	362.212	0
