	ScanID	CompoundID	Pathway	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename	InchiKey	KEGG
86	667	D01647	map07110	M+H	120478	1	Ethyl 4-hydroxybenzoate	Isolated	NIST	0.0	spectra/specs_ms.pklbin667	InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3		HCD	Positive	ESI	167.07	lib-00026.mgf	Bronze	3	0.792321	167780.0	28.031	1	NIST17	NIST	167.07		316.98	4	CCOC(=O)C1=CC=C(C=C1)O	1	195.101	specs_ms.pklbin	CCMSLIB00003575300	3620	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	NUVBSKCKDOMJSU-UHFFFAOYSA-N	None
87	336	D01230	map07032	M+H	1622624	1	Flunitrazepam	Isolated	NIST	0.0	spectra/specs_ms.pklbin336	InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3		IT/ion trap	Positive	ESI	314.094	lib-00026.mgf	Bronze	3	0.782079	315269.0	99.0238	1	NIST17	NIST	314.094		308.47	4	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	1	215.07	specs_ms.pklbin	CCMSLIB00003179315	6476	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	PPTYJKAXVCCBDU-UHFFFAOYSA-N	None
89	3297	C00951	map00140	[M+H]+		1	MoNA:2743904 Nordicol	isolated	MoNA	0.0	spectra/specs_ms.pklbin3297	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1		LC-ESI-ITFT	 	LC-ESI-ITFT	273.185	lib-00024.mgf	Bronze	3	0.779834	292995.0	80.0418	1	MONA	MoNA	273.185		142.09	4		1	193.143	specs_ms.pklbin	CCMSLIB00000565064	6485	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	VOXZDWNPVJITMN-ZBRFXRBCSA-N	None
103	5383	C00255	map00740	M+H	83885	1	Spectral Match to (-)-Riboflavin from NIST14	Isolated	Data deposited by quinnr	0.0	spectra/specs_ms.pklbin5383	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1		qTof	Positive	LC-ESI	377.145	lib-00025.mgf	Bronze	3	0.7709010000000001	7.68715	0.00289917	1	GNPS-NIST14-MATCHES	Data from Dorrestein/Knight	377.145		153.03	4	Cc1c(C)cc(N=C2C(NC(N=C2N3C[C@@H]([C@@H]([C@@H](CO)O)O)O)=O)=O)c3c1	1	377.142	specs_ms.pklbin	CCMSLIB00003139347	5803	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	AUNGANRZJHBGPY-SCRDCRAPSA-N	None
107	2449	C06999	map04976	M+H	83799240	1	Fexofenadine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2449	InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)		IT-FT/ion trap with FTMS	Positive	ESI	502.295	lib-00026.mgf	Bronze	3	0.770033	185172.0	93.0109	1	NIST17	NIST	502.295		345.95	4	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O	1	595.306	specs_ms.pklbin	CCMSLIB00003288939	30774	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	RWTNPBWLLIMQHL-UHFFFAOYSA-N	None
110	2930	C01595	map00591	M+H		1	MoNA:784624 Linoleic acid	Commercial	MoNA	0.0	spectra/specs_ms.pklbin2930	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-		qTof	Positive	LC-ESI	281.247	lib-00024.mgf	Bronze	3	0.767303	99668.3	28.0314	1	MONA	MoNA	281.247		474.57	8	CCCCCC=CCC=CCCCCCCCC(=O)O	1	309.278	specs_ms.pklbin	CCMSLIB00000568003	20944	UPDATE-SINGLE-ANNOTATED-BRONZE	 Polyunsaturated Omega-6 Fatty Acid[Chemical Family]	specs_ms.pklbin	OYHQOLUKZRVURQ-HZJYTTRNSA-N	None
114	2096	C00712	map00061	M+H-H2O	112801	1	Oleic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2096	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-		IT-FT/ion trap with FTMS	Positive	ESI	265.253	lib-00026.mgf	Bronze	3	0.7580100000000001	7599.58	2.0158099999999997	1	NIST17	NIST	265.253		441.74	6	CCCCCCCCC=CCCCCCCCC(=O)O	1	263.237	specs_ms.pklbin	CCMSLIB00003440670	11032	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	None
119	2620	C00319	map00600	M+H	123784	1	D-erythro-N-stearoylsphingosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2620	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1		HCD	Positive	ESI	300.29	lib-00026.mgf	Bronze	3	0.750838	236681.0	71.0729	1	NIST17	NIST	300.29		357.57	4	CCCCCCCCCCCCCC=CC(C(CO)N)O	1	371.36300000000006	specs_ms.pklbin	CCMSLIB00003472708	7614	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	WWUZIQQURGPMPG-KRWOKUGFSA-N	None
124	1618	C02576	map00903	M+H+H2O	2111753	1	Perillaldehyde	Isolated	NIST	0.0	spectra/specs_ms.pklbin1618	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3		IT-FT/ion trap with FTMS	Positive	ESI	169.122	lib-00026.mgf	Bronze	3	0.7495149999999999	437768.0	74.0364	1	NIST17	NIST	169.122		301.24	5	CC(=C)C1CCC(=CC1)C=O	1	243.15900000000002	specs_ms.pklbin	CCMSLIB00003271412	12708	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	RUMOYJJNUMEFDD-UHFFFAOYSA-N	None
125	5963	C12136	map00941	M+H	970-74-1	1	Epigallocatechin	Isolated	Denise Silva	306.074	spectra/specs_ms.pklbin5963	InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1		qTof	Positive	DI-ESI	307.074	lib-00011.mgf	Bronze	3	0.7416470000000001	110873.0	34.0462	1	GNPS-LIBRARY	Norberto Lopes	307.074		191.51	6	OC1=C(C[C@@H](O)[C@@H](C2=CC(O)=C(O)C(O)=C2)O3)C3=CC(O)=C1	1	341.12	specs_ms.pklbin	CCMSLIB00000081481	13797	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	XMOCLSLCDHWDHP-IUODEOHRSA-N	None
127	6028	C03758	map00350	M+H	51-61-6	0	Dopamine	Isolated		0.0	spectra/specs_ms.pklbin6028	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2		LC-ESI-QTOF	Positive-10eV	LC-ESI	154.086	lib-00027.mgf	Bronze	3	0.739236	454697.0	70.0625	1	METLIN	Metlin	154.086		144.87	4		1	224.149	specs_ms.pklbin	CCMSLIB00000530141	17473	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	VYFYYTLLBUKUHU-UHFFFAOYSA-N	None
147	6114	D01230	map07032	M+H	1622624	1	Flunitrazepam	Isolated	NIST	0.0	spectra/specs_ms.pklbin6114	InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3		IT/ion trap	Positive	ESI	314.094	lib-00026.mgf	Bronze	3	0.739192	278625.0	87.5143	1	NIST17	NIST	314.094		307.22	4	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	1	226.579	specs_ms.pklbin	CCMSLIB00003179315	9166	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	PPTYJKAXVCCBDU-UHFFFAOYSA-N	None
149	164	C05454	map00120	M+H-3H2O	547966	1	Trihydroxycoprostane	Isolated	NIST	0.0	spectra/specs_ms.pklbin164	InChI=1S/C27H48O3/c1-16(2)7-6-8-17(3)20-9-10-21-25-22(15-24(30)27(20,21)5)26(4)12-11-19(28)13-18(26)14-23(25)29/h16-25,28-30H,6-15H2,1-5H3/t17-,18+,19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1		HCD	Positive	ESI	367.336	lib-00026.mgf	Bronze	3	0.738653	5487.89	2.0159	1	NIST17	NIST	367.336		578.66	11	CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	1	369.352	specs_ms.pklbin	CCMSLIB00003706447	23096	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	RIVQQZVHIVNQFH-XJZYBRFWSA-N	None
151	2028	C00624	map00220	M+H-H2O	1188370	1	N-Acetyl-L-glutamic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2028	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1		IT-FT/ion trap with FTMS	Positive	ESI	172.06	lib-00026.mgf	Bronze	3	0.7361449999999999	93049.3	16.0101	1	NIST17	NIST	172.06		66.03	4	CC(=O)NC(CCC(=O)O)C(=O)O	1	188.07	specs_ms.pklbin	CCMSLIB00003297582	8572	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	RFMMMVDNIPUKGG-YFKPBYRVSA-N	None
157	6317	D01230	map07032	M+H	1622624	1	Flunitrazepam	Isolated	NIST	0.0	spectra/specs_ms.pklbin6317	InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3		IT/ion trap	Positive	ESI	314.094	lib-00026.mgf	Bronze	3	0.7223729999999999	60552.7	19.0192	1	NIST17	NIST	314.094		317.1	4	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	1	333.11300000000006	specs_ms.pklbin	CCMSLIB00003179315	12957	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	PPTYJKAXVCCBDU-UHFFFAOYSA-N	None
159	677	C11841	map02024	M+H-C4H7O2N	147795399	1	N-(3-Oxooctanoyl)-L-homoserine lactone	Isolated	NIST	0.0	spectra/specs_ms.pklbin677	InChI=1S/C12H19NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h10H,2-8H2,1H3,(H,13,15)/t10-/m0/s1		IT-FT/ion trap with FTMS	Positive	ESI	141.091	lib-00026.mgf	Bronze	3	0.721306	212704.0	30.0106	1	NIST17	NIST	141.091		249.32	4	CCCCCC(=O)CC(=O)NC1CCOC1=O	1	171.102	specs_ms.pklbin	CCMSLIB00003480361	8088	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	FXCMGCFNLNFLSH-JTQLQIEISA-N	None
160	1397	D00255	map07215	M-H	72956-09-3	0	Carvedilol	Isolated		0.0	spectra/specs_ms.pklbin1397	InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3		LC-ESI-QTOF	Negative-20eV	LC-ESI	405.18199999999996	lib-00027.mgf	Bronze	3	0.713555	234448.0	94.994	1	METLIN	Metlin	405.18199999999996		181.1	4		1	500.176	specs_ms.pklbin	CCMSLIB00000513528	32646	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	OGHNVEJMJSYVRP-UHFFFAOYSA-N	None
161	686	C04483	map00121	M+H-H2O	83443	1	Deoxycholic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin686	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1		HCD	Positive	ESI	375.289	lib-00026.mgf	Bronze	3	0.71228	165347.0	62.0529	1	NIST17	NIST	375.289		258.56	9	CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	1	313.237	specs_ms.pklbin	CCMSLIB00003246275	13564	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin	KXGVEGMKQFWNSR-LLQZFEROSA-N	None
