source	experimentName	confidence	inchikey2D	inchi	molecularFormula	rank	score	name	smiles	xlogp	pubchemids	links
1807_Psoriasis_SIRIUS_v2	1488	0.0	DWGUBAYAABSLFG	InChI=1S/C12H22N6O3S/c1-16(2)11-9(7-13-12(15-11)17(3)4)14-10(19)8-18(5)22(6,20)21/h7H,8H2,1-6H3,(H,14,19)	C12H22N6O3S	1	-245.68751437551654	""	CN(C)C1=C(C=NC(=N1)N(C)C)N=C(CN(C)S(=O)(=O)C)O		122319701	""
1807_Psoriasis_SIRIUS_v2	1494	0.0	
1807_Psoriasis_SIRIUS_v2	1482	0.0	
1807_Psoriasis_SIRIUS_v2	1475	0.0	FUIYBRYHRHHRBR	InChI=1S/C25H54N2O8/c1-21(28)17-32-13-10-26(11-14-34-20-25(5)31-6)8-7-9-27(12-15-33-18-22(2)29)16-24(4)35-19-23(3)30/h21-25,28-30H,7-20H2,1-6H3	C25H54N2O8	1	-219.2005126247143	""	CC(COCCN(CCCN(CCOCC(C)O)CC(C)OCC(C)O)CCOCC(C)OC)O		118500182	""
1807_Psoriasis_SIRIUS_v2	1497	0.0	DAXLBFXXTBRCFM	InChI=1S/C23H39N4O6P/c1-15(2)27(16(3)4)34(31-11-9-10-24)33-18-12-20(32-19(18)14-30-23(6,7)8)26-13-17(5)21(28)25-22(26)29/h13,15-16,18-20H,9,11-12,14H2,1-8H3,(H,25,28,29)	C23H39N4O6P	1	-419.68066105959946	""	CC(C)N(C(C)C)P(OCCC#N)OC1CC(N2C=C(C)C(=NC2=O)O)OC1COC(C)(C)C		57552610	""
1807_Psoriasis_SIRIUS_v2	1476	0.0	
1807_Psoriasis_SIRIUS_v2	1473	0.0	
1807_Psoriasis_SIRIUS_v2	1490	0.0	DUFKWEPDUGQAIW	InChI=1S/C22H26O9/c1-26-13-5-10(6-14(27-2)18(13)23)20-12-9-30-21(17(12)22(25)31-20)11-7-15(28-3)19(24)16(8-11)29-4/h5-8,12,17,20-25H,9H2,1-4H3	C22H26O9	1	-179.46962434017908	""	COC1=CC(=CC(=C1O)OC)C2C3COC(C4=CC(=C(C(=C4)OC)O)OC)C3C(O)O2			""
1807_Psoriasis_SIRIUS_v2	146	0.0	YFRIKPIBSODBFB	InChI=1S/C28H52O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-27(32)34-23-25(29)24-35-28(33)22-21-26(30)31/h25,29H,2-24H2,1H3,(H,30,31)	C28H52O7	1	-133.45617814732302	""	CCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC(=O)O)O		101278565	""
1807_Psoriasis_SIRIUS_v2	1491	0.0	
1807_Psoriasis_SIRIUS_v2	1496	0.0	
1807_Psoriasis_SIRIUS_v2	1463	0.0	IBLLBXKYLXOGGR	InChI=1S/C36H60N4O5/c1-6-8-20-30(39-36(45)32(38-26(5)41)23-28-18-14-11-15-19-28)35(44)40-31(22-27-16-12-10-13-17-27)33(42)24-29(25(3)4)34(43)37-21-9-7-2/h11,14-15,18-19,25,27,29-33,42H,6-10,12-13,16-17,20-24H2,1-5H3,(H,37,43)(H,38,41)(H,39,45)(H,40,44)	C36H60N4O5	1	-314.6650921724216	ACMC-20mxsp	CCCCC(C(=NC(CC1CCCCC1)C(CC(C(C)C)C(=NCCCC)O)O)O)N=C(C(CC2=CC=CC=C2)N=C(C)O)O		20832964;44380918;57348220	""
1807_Psoriasis_SIRIUS_v2	1466	0.0	JDDNUJCFGSBMEU	InChI=1S/C25H53N/c1-21(2)11-9-13-24(7)16-19-26(18-15-23(5)6)20-17-25(8)14-10-12-22(3)4/h21-25H,9-20H2,1-8H3	C25H53N	1	-111.5298217508005	N-(3,7-dimethyloctyl)-3,7-dimethyl-N-(3-methylbutyl)octan-1-amine	CC(C)CCCC(C)CCN(CCC(C)C)CCC(C)CCCC(C)C		20471954	""
1807_Psoriasis_SIRIUS_v2	1481	0.0	
1807_Psoriasis_SIRIUS_v2	1467	0.0	FKMHSNTVILORFA	InChI=1S/C18H38O4/c1-2-3-4-5-6-7-8-9-10-11-13-20-15-17-22-18-16-21-14-12-19/h19H,2-18H2,1H3	C18H38O4	1	-59.366898978131545	Laureth-3	CCCCCCCCCCCCOCCOCCOCCO		76458	""
1807_Psoriasis_SIRIUS_v2	1480	0.0	GHQQYDSARXURNG	InChI=1S/C33H64NO10P/c1-5-6-7-8-9-10-11-12-13-14-15-18-21-24-32(37)41-28-30(29-43-45(39,40)42-27-26-34(2,3)4)44-33(38)25-22-19-16-17-20-23-31(35)36/h30H,5-29H2,1-4H3,(H-,35,36,39,40)	C33H64NO10P	1	-33.45948007755932	azelaoyl PC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O		10995965;10995966;46907870;46907871;56846165;56846166;86289475	CHEBI:(78207 61817)
1807_Psoriasis_SIRIUS_v2	1489	0.0	FINGQHHRZZEEEQ	InChI=1S/C11H16O4/c1-3-5-7-9(11(14)15)8(6-4-2)10(12)13/h4H,2-3,5-7H2,1H3,(H,12,13)(H,14,15)	C11H16O4	1	-119.71687903338639	""	CCCCC(=C(CC=C)C(=O)O)C(=O)O		53801184;88419451	""
1807_Psoriasis_SIRIUS_v2	1483	0.0	HIAXPMGDNFNROF	InChI=1S/C18H30O3/c1-2-3-4-5-8-11-14-17(19)15-12-9-6-7-10-13-16-18(20)21/h3-4,8,11H,2,5-7,9-10,12-16H2,1H3,(H,20,21)	C18H30O3	1	-59.31550998871282	""	CCC=CCC=CCC(=O)CCCCCCCCC(=O)O		24970826	""
1807_Psoriasis_SIRIUS_v2	1486	0.0	PLJWOPKUMAGNCO	InChI=1S/C18H30O4/c1-2-7-15(19)12-10-14-11-13-17(20)16(14)8-5-3-4-6-9-18(21)22/h10,12,14,16-17,20H,2-9,11,13H2,1H3,(H,21,22)	C18H30O4	1	-81.51749710156676	""	CCCC(=O)C=CC1CCC(C1CCCCCCC(=O)O)O		57171231	""
1807_Psoriasis_SIRIUS_v2	1464	0.0	XYDQDGJOQQAPIM	InChI=1S/C12H23NO4/c13-10(7-4-5-9-12(16)17)6-2-1-3-8-11(14)15/h10H,1-9,13H2,(H,14,15)(H,16,17)/p-1	C12H23NO4	1	-141.97992828389246	6-aminododecanedioic Acid	C(CCC(CCCCC(=O)O)N)CCC(=O)O		2195167;2195168;2195169;2195170;2832743;53458579	""
1807_Psoriasis_SIRIUS_v2	1465	0.0	QMYUUEQTRQNTHL	InChI=1S/C9H16O3/c1-7(3-5-8(2)10)4-6-9(11)12/h7H,3-6H2,1-2H3,(H,11,12)	C9H16O3	1	-82.30800021826093	""	CC(CCC(=O)C)CCC(=O)O		53435414	""
1807_Psoriasis_SIRIUS_v2	1485	0.0	DEFMJDSVLYCTHY	InChI=1S/C13H20O2/c1-9-5-11(6-10(2)12(9)15)7-13(3,4)8-14/h5-6,14-15H,7-8H2,1-4H3	C13H20O2	1	-130.9453855762522	4-(3-hydroxy-2,2-dimethylpropyl)-2,6-dimethylphenol	CC1=C(C(=CC(=C1)CC(C)(C)CO)C)O		19088213	""
1807_Psoriasis_SIRIUS_v2	1478	0.0	GKQXSUYDJXKYJW	InChI=1S/C13H18O3/c1-9-11(3)16-12(10(2)13(9)14)7-5-6-8-15-4/h6,8H,5,7H2,1-4H3	C13H18O3	1	-147.67895488715007	2-[(E)-4-methoxybut-3-enyl]-3,5,6-trimethylpyran-4-one	CC1=C(C)OC(=C(C)C1=O)CCC=COC		11806269	""
1807_Psoriasis_SIRIUS_v2	1522	0.0	ZRLVRPNLWKVTRN	InChI=1S/C38H79N/c1-4-7-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-38-39(36-8-5-2)37-9-6-3/h4-38H2,1-3H3	C38H79N	1	-93.26148812239772	N,N-dibutyltriacontan-1-amine	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCN(CCCC)CCCC		22157791	""
1807_Psoriasis_SIRIUS_v2	1500	0.0	NWWKHQLLXQBEJW	InChI=1S/C20H34O3/c1-19(21)17-15-13-11-9-7-5-3-2-4-6-8-10-12-14-16-18-20(22)23/h3-6,9,11,19,21H,2,7-8,10,12-18H2,1H3,(H,22,23)	C20H34O3	1	-109.27277516869994	""	CC(CCCC=CCC=CCC=CCCCCCCC(=O)O)O			""
1807_Psoriasis_SIRIUS_v2	1513	0.0	IIJNBTOSUJOVGL	InChI=1S/C17H25N3O6/c1-2-3-4-5-6-7-13(22)18-12-8-9-20(17(25)19-12)16-15(24)14(23)11(10-21)26-16/h4-5,8-9,11,14-16,21,23-24H,2-3,6-7,10H2,1H3,(H,18,19,22,25)	C17H25N3O6	1	-210.63912659134823	""	CCCC=CCCC(=O)N=C1C=CN(C2C(C(C(CO)O2)O)O)C(=N1)O		129013380	""
1807_Psoriasis_SIRIUS_v2	1520	0.0	YPAAHLSADLUIBN	InChI=1S/C31H64N6O4/c1-28(2)19-13-11-9-7-5-3-4-6-8-10-12-14-20-29(38)37-36-27-30(39)34-25-17-23-32-21-15-16-22-33-24-18-26-35-31(40)41/h28,32-33,35-36H,3-27H2,1-2H3,(H,34,39)(H,37,38)(H,40,41)	C31H64N6O4	1	-306.02616352752744	""	CC(C)CCCCCCCCCCCCCCC(=NNCC(=NCCCNCCCCNCCCNC(=O)O)O)O		90728389	""
1807_Psoriasis_SIRIUS_v2	1499	0.0	
1807_Psoriasis_SIRIUS_v2	1526	0.0	RJPCYHXRNZEQNE	InChI=1S/C14H30O3/c1-2-3-4-5-6-7-8-9-14(16)10-12-17-13-11-15/h14-16H,2-13H2,1H3	C14H30O3	1	-82.58960407868894	""	CCCCCCCCCC(CCOCCO)O			""
1807_Psoriasis_SIRIUS_v2	1518	0.0	
1807_Psoriasis_SIRIUS_v2	147	0.0	
1807_Psoriasis_SIRIUS_v2	1523	0.0	XVIPBVNSUHSZCQ	InChI=1S/C26H44N6O5/c1-17(2)22(26(36)37)32-25(35)21(13-7-9-15-28)31-24(34)20(12-6-8-14-27)30-23(33)19(29)16-18-10-4-3-5-11-18/h3-5,10-11,17,19-22H,6-9,12-16,27-29H2,1-2H3,(H,30,33)(H,31,34)(H,32,35)(H,36,37)	C26H44N6O5	1	-265.947511972067	2-[[6-amino-2-[[6-amino-2-[(2-amino-3-phenylpropanoyl)amino]hexanoyl]amino]hexanoyl]amino]-3-methylbutanoic acid	CC(C)C(C(=O)O)N=C(C(CCCCN)N=C(C(CCCCN)N=C(C(CC1=CC=CC=C1)N)O)O)O		20006127	""
1807_Psoriasis_SIRIUS_v2	1510	0.0	
1807_Psoriasis_SIRIUS_v2	1507	0.0	
1807_Psoriasis_SIRIUS_v2	1504	0.0	YTSYXHJEKNCZHZ	InChI=1S/C24H44N4/c1-5-9-13-25-17-19-26(14-10-6-2)21-23-28(16-12-8-4)24-22-27(20-18-25)15-11-7-3/h5-8H,1-4,9-24H2	C24H44N4	1	-209.64146899198795	""	C=CCCN1CCN(CCC=C)CCN(CCC=C)CCN(CCC=C)CC1		102279454	""
1807_Psoriasis_SIRIUS_v2	1502	0.0	PLKGPZPNDPCMML	InChI=1S/C29H51N4O11P/c1-3-5-7-9-11-13-15-25(34)41-20-27(43-26(35)16-14-12-10-8-6-4-2)44-45(39,40)42-19-24(29(37)38)33-28(36)23(30)17-22-18-31-21-32-22/h18,21,23-24,27H,3-17,19-20,30H2,1-2H3,(H,31,32)(H,33,36)(H,37,38)(H,39,40)	C29H51N4O11P	1	-309.5230090223312	""	CCCCCCCCC(=O)OCC(OC(=O)CCCCCCCC)OP(=O)(O)OCC(C(=O)O)N=C(C(CC1=CN=CN1)N)O		67477159	""
1807_Psoriasis_SIRIUS_v2	1516	0.0	
1807_Psoriasis_SIRIUS_v2	1501	0.0	JMSVCTWVEWCHDZ	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	C9H10O5	1	-41.09237366231286	bmse000607	COC1=CC(=CC(=C1O)OC)C(=O)O		10742;10679513;54694262	HMDB:(2085);KNApSAcK:(2674);Natural Products:(UNPD17684 UNPD58549);CHEBI:(132111 68329);KEGG:(C10833);YMDB:(1787);Biocyc:(CPD-8486)
1807_Psoriasis_SIRIUS_v2	1519	0.0	LHZDAXHOSBYRCC	InChI=1S/C16H30N6O4/c1-15(2,13(17)19-9-5-7-11(23)24)21-22-16(3,4)14(18)20-10-6-8-12(25)26/h5-10H2,1-4H3,(H2,17,19)(H2,18,20)(H,23,24)(H,25,26)	C16H30N6O4	1	-227.5427071102879	4-[[1-amino-2-[[1-amino-1-(3-carboxypropylimino)-2-methylpropan-2-yl]diazenyl]-2-methylpropylidene]amino]butanoic acid	CC(C)(C(=N)NCCCC(=O)O)N=NC(C)(C)C(=N)NCCCC(=O)O		18795128	""
1807_Psoriasis_SIRIUS_v2	14	0.0	JNHAPBVKDCTSSK	InChI=1S/C11H20N6O6/c1-11(3-14-16-12,4-15-17-13)5-22-10-9(21)8(20)7(19)6(2-18)23-10/h6-10,18-21H,2-5H2,1H3	C11H20N6O6	1	-260.991897644107	""	CC(CN=[N+]=[N-])(CN=[N+]=[N-])COC1C(C(C(C(CO)O1)O)O)O		57198485	""
1807_Psoriasis_SIRIUS_v2	1508	0.0	WAXRTRUJWFEIEJ	InChI=1S/C30H47N5O7/c1-18(2)15-22(34-28(40)25(19(3)4)35-29(41)42-30(5,6)7)27(39)33-23(16-20-11-9-8-10-12-20)26(38)32-21(17-36)13-14-24(31)37/h8-12,17-19,21-23,25H,13-16H2,1-7H3,(H2,31,37)(H,32,38)(H,33,39)(H,34,40)(H,35,41)	C30H47N5O7	1	-312.42950729147407	""	CC(C)CC(C(=NC(CC1=CC=CC=C1)C(=NC(CCC(=N)O)C=O)O)O)N=C(C(C(C)C)N=C(O)OC(C)(C)C)O		10438376	""
1807_Psoriasis_SIRIUS_v2	1528	0.0	QVGRUVSEQMZYNV	InChI=1S/C18H36/c1-3-5-7-9-10-11-13-15-18-16-17(18)14-12-8-6-4-2/h17-18H,3-16H2,1-2H3	C18H36	1	-63.784627337624094	Cyclopropane, 1-hexyl-2-nonyl-	CCCCCCCCCC1CC1CCCCCC		13437466	""
1807_Psoriasis_SIRIUS_v2	1514	0.0	IAEHSQLSAZKOKW	InChI=1S/C20H22O5/c1-25-20-13-14(8-11-18(20)23)4-2-3-5-16(21)9-6-15-7-10-17(22)19(24)12-15/h3,5,7-8,10-13,22-24H,2,4,6,9H2,1H3	C20H22O5	1	-152.2515037153826	""	COC1=CC(=CC=C1O)CCC=CC(=O)CCC2=CC=C(C(=C2)O)O			""
1807_Psoriasis_SIRIUS_v2	1521	0.0	YZSBRWCIJREHNL	InChI=1S/C13H25NO4/c14-11(7-3-1-5-9-12(15)16)8-4-2-6-10-13(17)18/h11H,1-10,14H2,(H,15,16)(H,17,18)	C13H25NO4	1	-100.6961882636884	7-Aminotridecanedioic acid	C(CCC(CCCCCC(=O)O)N)CCC(=O)O		566642	""
1807_Psoriasis_SIRIUS_v2	1511	0.0	WSMKPZGGGQUUQW	InChI=1S/C15H22O4/c1-8-9-6-11-10(4-5-14(11,2)17)15(3,18)7-12(9)19-13(8)16/h9-12,17-18H,1,4-7H2,2-3H3	C15H22O4	1	-155.18407009200297	4alpha,10alpha-Dihydroxy-1beta(H),5beta(H)-guai-11(13)-en-8alpha,12-olide	C=C1C2CC3C(CCC3(C)O)C(C)(CC2OC1=O)O		636769;10730473;11140059;15275589;15275590;15275591;22297379;60198108	Natural Products:(UNPD69158 UNPD131239 UNPD101881 UNPD210262 UNPD137825 UNPD126607 UNPD100866 UNPD87172)
1807_Psoriasis_SIRIUS_v2	1524	0.0	ZYAUSSMPHVTIRL	InChI=1S/C11H12O4/c1-7(12)4-5-9-6-10(14-3)8(2)11(13)15-9/h4-6H,1-3H3	C11H12O4	1	-137.92837565553788	Nigerapyrone E	CC(=O)C=CC1=CC(=C(C)C(=O)O1)OC		53483954	Natural Products:(UNPD203067);CHEBI:(69260)
1807_Psoriasis_SIRIUS_v2	1503	0.0	QKCOIQXSGBCVSV	InChI=1S/C8H17NO2/c1-3-4-7(5-9)6(2)8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)	C8H17NO2	1	-110.22151718041735	""	CCCC(CN)C(C)C(=O)O		54232273;54232274;87371998	""
1807_Psoriasis_SIRIUS_v2	1527	0.0	FRVAOECUPSUUJH	InChI=1S/C17H29NO3/c1-3-5-6-7-8-9-10-11-12-14-16(19)18-15(13-4-2)17(20)21/h2,15H,3,5-14H2,1H3,(H,18,19)(H,20,21)	C17H29NO3	1	-177.78369519367843	""	CCCCCCCCCCCC(=NC(CC#C)C(=O)O)O		81764219	""
1807_Psoriasis_SIRIUS_v2	1530	0.0	
1807_Psoriasis_SIRIUS_v2	1536	0.0	FSJRSCVHVYRBPB	InChI=1S/C28H44N6O6/c29-21(15-19-5-7-23(35)25(37)17-19)27(39)33-13-3-11-31-9-1-2-10-32-12-4-14-34-28(40)22(30)16-20-6-8-24(36)26(38)18-20/h5-8,17-18,21-22,31-32,35-38H,1-4,9-16,29-30H2,(H,33,39)(H,34,40)	C28H44N6O6	1	-326.414889694135	""	C(CCNCCCN=C(C(CC1=CC=C(C(=C1)O)O)N)O)CNCCCN=C(C(CC2=CC=C(C(=C2)O)O)N)O		50915173	""
1807_Psoriasis_SIRIUS_v2	1532	0.0	QJVVGCSWIOLQDG	InChI=1S/C21H32O11/c1-11(2-3-12-4-6-13(23)7-5-12)31-19-17(26)16(25)15(24)14(32-19)8-29-20-18(27)21(28,9-22)10-30-20/h4-7,11,14-20,22-28H,2-3,8-10H2,1H3	C21H32O11	1	-81.64045924480205	apiosylrhododendrin	CC(CCC1=CC=C(C=C1)O)OC2C(C(C(C(COC3C(C(CO)(CO3)O)O)O2)O)O)O		10344229;24011650;38347418;38347426;46875079;46875817;46889078;101287073;101664402	KNApSAcK:(29701);Natural Products:(UNPD169137 UNPD193414)
1807_Psoriasis_SIRIUS_v2	1542	0.0	
1807_Psoriasis_SIRIUS_v2	1531	0.0	
1807_Psoriasis_SIRIUS_v2	1537	0.0	ZCXRKIFKIPLNEL	InChI=1S/C20H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)17-24-18-20(23)16-21/h19-23H,2-18H2,1H3	C20H42O4	1	-73.05350283791458	1-O-2''-Hydroxyheptadecyl-rac-glycerol	CCCCCCCCCCCCCCCC(COCC(CO)O)O		54540613	""
1807_Psoriasis_SIRIUS_v2	1549	0.0	FJGDXIUISWQNSF	InChI=1S/C34H70O11/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-36-17-19-38-21-23-40-25-27-42-29-31-44-33-34-45-32-30-43-28-26-41-24-22-39-20-18-37-16-14-35/h35H,2-34H2,1H3	C34H70O11	1	-76.55691026521588	3,6,9,12,15,18,21,24,27,30-Decaoxatetratetracontan-1-ol	CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO		15607544	""
1807_Psoriasis_SIRIUS_v2	1550	0.0	NNMZBOMSQADIJS	InChI=1S/C29H46/c1-7-22-15-17-28(5)23(19-22)11-12-24-26-14-13-25(21(4)10-8-9-20(2)3)29(26,6)18-16-27(24)28/h1,15,20-21,23-27H,8-14,16-19H2,2-6H3	C29H46	1	-79.9248333798748	""	C#CC1=CCC2(C)C(CCC3C4CCC(C(C)CCCC(C)C)C4(C)CCC32)C1		122404227	""
1807_Psoriasis_SIRIUS_v2	1544	0.0	LWOLSUQGZMPZRN	InChI=1S/C14H28O7/c1-10(5-15)18-6-11(2)19-7-12(3)20-8-13(4)21-9-14(16)17/h10-13,15H,5-9H2,1-4H3,(H,16,17)	C14H28O7	1	-80.20205857707468	""	CC(CO)OCC(C)OCC(C)OCC(C)OCC(=O)O		90308408	""
1807_Psoriasis_SIRIUS_v2	1539	0.0	AYDHOMNTQVHOJU	InChI=1S/C37H71NO12/c1-14-16-19(3)29(39)22(6)32(41)37(11,44)27(15-2)49-34(43)23(7)31(50-28-18-36(10,45-13)33(42)25(9)47-28)21(5)24(8)48-35-30(40)26(38-12)17-20(4)46-35/h19-33,35,38-42,44H,14-18H2,1-13H3	C37H71NO12	1	-276.205047253813	""	CCCC(C)C(C(C)C(C(C)(C(CC)OC(=O)C(C)C(C(C)C(C)OC1C(C(CC(C)O1)NC)O)OC2CC(C)(C(C(C)O2)O)OC)O)O)O		71095431	""
1807_Psoriasis_SIRIUS_v2	1546	0.0	AXTDXTXGBCSUKI	InChI=1S/C22H47NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21(25)22(26)20(23)19-24/h20-22,24-26H,2-19,23H2,1H3	C22H47NO3	1	-73.72990978876183	(2S,3S,4R)-2-aminodocosane-1,3,4-triol	CCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O		16086459	""
1807_Psoriasis_SIRIUS_v2	1552	0.0	IABIRMHFUMIDJO	InChI=1S/C20H38N3O4P/c1-17(2)23(18(3)4)28(27-16-10-13-21)26-15-9-7-6-8-14-22-20(25)12-11-19(5)24/h17-18H,6-12,14-16H2,1-5H3,(H,22,25)	C20H38N3O4P	1	-249.84457311190798	""	CC(C)N(C(C)C)P(OCCCCCCN=C(CCC(=O)C)O)OCCC#N		10273321	""
1807_Psoriasis_SIRIUS_v2	1535	0.0	OIHBPPNUPODAPA	InChI=1S/C15H26O2/c1-11(2)5-8-15(14(16)17)9-6-13(7-10-15)12(3)4/h12-13H,1,5-10H2,2-4H3,(H,16,17)	C15H26O2	1	-105.85266611958144	""	C=C(C)CCC1(CCC(CC1)C(C)C)C(=O)O		114477485	""
1807_Psoriasis_SIRIUS_v2	1543	0.0	WFRLANWAASSSFV	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)	C18H35NO2	1	-46.29008679639547	ACMC-20lypg	CCCCCCC=CCCCCCCCC(=NCCO)O		9835868;19606638;54428293	HMDB:(13648);CHEBI:(71465)
1807_Psoriasis_SIRIUS_v2	1556	0.0	
1807_Psoriasis_SIRIUS_v2	1534	0.0	
1807_Psoriasis_SIRIUS_v2	155	0.0	
1807_Psoriasis_SIRIUS_v2	1551	0.0	
1807_Psoriasis_SIRIUS_v2	1570	0.0	VLYFHHYLZLDEIU	InChI=1S/C20H41NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h3-19H2,1-2H3,(H,21,22)	C20H41NO	1	-76.72419151233409	Octadecanamide, N-ethyl-	CCCCCCCCCCCCCCCCCC(=NCC)O		19013662	""
1807_Psoriasis_SIRIUS_v2	1561	0.0	
1807_Psoriasis_SIRIUS_v2	156	0.0	FWIQGIQRNBVZEN	InChI=1S/C10H16O7/c1-3-16-7(11)5-10(15,9(13)14)6-8(12)17-4-2/h15H,3-6H2,1-2H3,(H,13,14)	C10H16O7	1	-102.68137749018459	1,3-Diethyl citrate	CCOC(=O)CC(CC(=O)OCC)(C(=O)O)O		2724526;8029997	""
1807_Psoriasis_SIRIUS_v2	1554	0.0	BJHAVWCXIMKWRX	InChI=1S/C11H16O4/c1-3-15-11(13)9-7-5-4-6-8-10(12)14-2/h6-9H,3-5H2,1-2H3	C11H16O4	1	-144.7916587881575	""	CCOC(=O)C=CCCC=CC(=O)OC		102253964	""
1807_Psoriasis_SIRIUS_v2	1560	0.0	PCXCZHKISBKCBR	InChI=1S/C21H45N7O3/c1-2-14-26-21(31)18(28-20(30)17(25)10-4-7-13-23)11-5-8-15-27-19(29)16(24)9-3-6-12-22/h16-18H,2-15,22-25H2,1H3,(H,26,31)(H,27,29)(H,28,30)	C21H45N7O3	1	-167.46091955419664	""	CCCN=C(C(CCCCN=C(C(CCCCN)N)O)N=C(C(CCCCN)N)O)O		88848648	""
1807_Psoriasis_SIRIUS_v2	1569	0.0	MBXXZMZXGLBMRF	InChI=1S/C20H41N/c1-2-3-10-15-20(17-12-9-13-18-20)16-11-7-5-4-6-8-14-19-21/h2-19,21H2,1H3	C20H41N	1	-66.73609633846586	""	CCCCCC1(CCCCCCCCCN)CCCCC1		54064399	""
1807_Psoriasis_SIRIUS_v2	1545	0.0	YXLYOLRDFDOBGG	InChI=1S/C32H62N4O10/c1-31(2,3)29(39)35-13-19-45-25-23-43-17-9-27(37)33-11-7-15-41-21-22-42-16-8-12-34-28(38)10-18-44-24-26-46-20-14-36-30(40)32(4,5)6/h7-26H2,1-6H3,(H,33,37)(H,34,38)(H,35,39)(H,36,40)	C32H62N4O10	1	-283.22586549206324	N-[2-[2-[3-[3-[2-[3-[3-[2-[2-(2,2-dimethylpropanoylamino)ethoxy]ethoxy]propanoylamino]propoxy]ethoxy]propylamino]-3-oxopropoxy]ethoxy]ethyl]-2,2-dimethylpropanamide	CC(C)(C)C(=NCCOCCOCCC(=NCCCOCCOCCCN=C(CCOCCOCCN=C(C(C)(C)C)O)O)O)O		59459946	""
1807_Psoriasis_SIRIUS_v2	1571	0.0	
1807_Psoriasis_SIRIUS_v2	1574	0.0	PUETUDUXMCLALY	InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3	C20H26O6	1	-81.24281779398154	ACMC-20fagw	COC1=CC(=CC=C1O)CC(CO)C(CC2=CC=C(C(=C2)OC)O)CO		65373;586372;6336781;11552274;11646293;13391412;71752174;71752175;102217105	HMDB:(13692);KNApSAcK:(604);Natural Products:(UNPD24219 UNPD160285 UNPD154569);CHEBI:(65004 67247);KEGG:(C18167 C20456);GNPS:(CCMSLIB00000079066);Plantcyc:(CPD-8910 CPD-8909);Biocyc:(CPD-8910 CPD-8909)
1807_Psoriasis_SIRIUS_v2	1576	0.0	JBYOQAQPVTUAAT	InChI=1S/C28H44N4O3/c1-2-3-4-5-6-7-8-9-10-11-15-18-27(33)31-26(28(29)34)19-25-20-32(22-30-25)23-35-21-24-16-13-12-14-17-24/h12-14,16-17,20,22,26H,2-11,15,18-19,21,23H2,1H3,(H2,29,34)(H,31,33)	C28H44N4O3	1	-279.3453599070297	""	CCCCCCCCCCCCCC(=NC(CC1=CN(C=N1)COCC2=CC=CC=C2)C(=N)O)O		10600916	""
1807_Psoriasis_SIRIUS_v2	1564	0.0	ALVLEMVELOWXQU	InChI=1S/C18H24N10O5/c19-18-22-23-24-27(18)12-17(29)21-20-11-13-9-16(28(30)31)15(26-3-7-33-8-4-26)10-14(13)25-1-5-32-6-2-25/h9-11H,1-8,12H2,(H,21,29)(H2,19,22,24)	C18H24N10O5	1	-335.7193718029522	2-(5-aminotetrazol-1-yl)-N-[(2,4-dimorpholin-4-yl-5-nitrophenyl)methylideneamino]acetamide	C1COCCN1C2=C(C=C(C(=C2)N3CCOCC3)N(=O)=O)C=NN=C(CN4C(=N)N=NN4)O		4000256;5982623;9600355	""
1807_Psoriasis_SIRIUS_v2	1582	0.0	WOCVFCPDYKCYCR	InChI=1S/C36H67N/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-37(3)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h11-14,17-20H,4-10,15-16,21-36H2,1-3H3	C36H67N	1	-110.15876344390391	""	CCCCCC=CCC=CCCCCCCCCN(C)CCCCCCCCC=CCC=CCCCC		89212228;123455126	""
